id_transacao,cpf_origem,cpf_destino,tipo_transacao,valor,data,hora
435,386.452.079-74,304.752.186-71,Pix Enviado,4.87,2026-01-31,14:46:17
4119,302.987.451-60,062.385.149-06,Pix Recebido,118.61,2026-01-20,23:18:21
4446,361.479.205-61,329.140.657-52,Pagamento,21.37,2026-01-25,09:08:20
3940,204.563.198-24,294.581.067-02,Pix Enviado,94.18,2026-01-29,10:37:53
1895,203.195.784-88,908.617.235-03,Pix Enviado,39.48,2026-01-29,10:53:18
4412,723.504.691-07,364.751.092-07,Pix Recebido,3.52,2026-01-22,10:48:21
3486,103.426.978-03,107.563.284-62,Transferência,73.0,2026-01-12,04:03:12
3701,984.621.053-15,586.793.402-00,Pix Recebido,16.32,2026-01-01,17:41:12
2344,175.084.369-20,405.623.871-53,Pix Enviado,34.61,2026-01-23,09:27:50
3970,908.216.743-31,362.794.051-25,Pix Enviado,54.55,2026-01-08,22:10:27
4545,835.460.719-48,145.370.268-71,Pagamento,86.48,2026-01-23,21:53:46
1383,705.924.186-85,315.820.497-50,Transferência,12.05,2026-01-14,09:36:34
2516,605.279.138-12,957.634.182-55,Pagamento,146.13,2026-01-31,16:14:36
3495,301.274.698-69,513.409.276-16,Saque Pix,81.18,2026-01-14,08:07:55
813,619.423.580-24,965.408.173-39,Pix Enviado,29.04,2026-01-17,22:13:05
790,612.930.578-86,871.543.069-39,Pix Enviado,230.44,2026-01-31,14:53:01
84,347.685.102-80,081.254.963-51,Pix Recebido,100.3,2026-01-10,19:35:48
4632,340.892.756-10,439.675.218-00,Pagamento,8.11,2026-01-20,11:16:53
3053,378.124.690-69,852.391.647-46,Pagamento,41.55,2026-01-01,18:39:55
2091,608.231.759-95,578.263.914-82,Pix Enviado,21.8,2026-01-30,10:24:05
2794,387.190.524-05,630.859.427-00,Saque Pix,16.34,2026-01-12,16:14:14
3767,906.432.781-50,349.270.618-50,Pix Recebido,396.53,2026-01-24,08:35:49
3518,068.427.953-38,908.457.623-38,Saque Pix,17.18,2026-01-25,01:38:36
492,874.361.592-91,637.541.089-48,Pix Enviado,8.23,2026-01-16,21:14:18
2919,093.587.412-79,826.510.937-77,Transferência,119.32,2026-01-21,06:40:38
4210,035.978.642-10,513.409.276-16,Pix Recebido,438.91,2026-01-04,09:57:02
1027,342.819.075-05,921.346.750-80,Transferência,13.06,2026-01-02,05:33:37
1509,274.351.069-25,798.130.564-01,Transferência,24.76,2026-01-01,07:17:15
4949,826.510.937-77,810.723.956-30,Transferência,55.51,2026-01-08,12:40:18
1548,340.572.189-04,957.634.182-55,Saque Pix,5.91,2026-01-14,19:56:44
1935,705.924.186-85,586.793.402-00,Transferência,116.03,2026-01-23,12:00:09
3557,679.184.025-02,690.582.174-85,Saque Pix,18.8,2026-01-29,19:34:44
2063,039.856.271-77,304.817.652-71,Transferência,30.86,2026-01-03,21:28:09
4757,124.765.890-20,103.426.978-03,Pix Recebido,109.35,2026-01-15,22:33:53
4963,580.364.297-56,185.324.697-28,Pix Recebido,12.11,2026-01-26,23:53:31
4893,056.794.832-38,543.612.807-62,Pix Enviado,11.61,2026-01-21,13:36:52
5061,362.140.958-06,819.467.520-02,Pix Enviado,189.16,2026-01-11,21:52:00
5112,276.154.809-49,319.804.576-20,Pix Enviado,219.6,2026-01-22,12:23:00
313,215.084.693-42,193.674.528-37,Pix Enviado,20.56,2026-01-31,18:32:53
3857,294.631.805-24,264.983.571-00,Saque Pix,35.57,2026-01-05,06:12:04
233,079.652.148-49,467.935.201-99,Pix Enviado,211.31,2026-01-25,15:41:52
4132,645.723.801-71,234.165.097-06,Saque Pix,9.6,2026-01-10,21:05:53
2249,503.197.648-93,136.258.904-70,Transferência,49.05,2026-01-26,20:18:25
1117,603.219.485-05,534.106.978-10,Transferência,19.9,2026-01-08,08:04:35
3332,395.176.820-77,729.835.106-03,Pix Enviado,39.84,2026-01-19,16:13:31
1713,538.294.706-65,378.046.912-03,Transferência,32.77,2026-01-14,07:33:47
4796,834.750.926-38,730.458.921-32,Transferência,57.92,2026-01-12,23:19:28
2102,106.847.592-76,764.051.298-02,Pix Recebido,86.61,2026-01-31,19:47:00
3692,705.261.389-12,678.592.401-49,Transferência,180.87,2026-01-17,06:28:06
1466,195.730.482-05,892.053.741-05,Pix Recebido,38.48,2026-01-14,08:15:08
2855,286.471.950-94,705.612.893-95,Saque Pix,157.45,2026-01-29,10:53:26
3441,603.184.597-01,085.376.429-83,Pix Recebido,39.53,2026-01-14,14:24:34
951,024.157.986-49,586.142.937-55,Transferência,18.4,2026-01-30,16:26:37
4157,195.742.360-99,198.073.462-31,Pix Recebido,37.39,2026-01-30,22:00:14
219,395.176.820-77,041.837.295-05,Pagamento,108.81,2026-01-04,20:16:36
1357,871.543.069-39,296.518.073-77,Transferência,371.37,2026-01-21,08:49:32
3932,790.562.348-38,730.458.921-32,Pagamento,49.0,2026-01-29,10:54:59
5186,712.308.549-32,023.675.194-80,Pix Enviado,1500,2026-01-11,19:54:57
2306,072.184.659-94,749.326.150-43,Pagamento,31.92,2026-01-08,15:32:41
4679,534.106.978-10,501.936.428-24,Saque Pix,2.48,2026-01-10,23:54:03
839,147.638.250-62,312.689.475-55,Transferência,12.46,2026-01-24,14:48:23
3717,549.623.087-00,813.729.654-91,Pix Recebido,131.69,2026-01-04,06:22:38
608,403.182.657-53,285.734.960-29,Pagamento,135.28,2026-01-09,17:46:21
2292,203.195.784-88,347.509.162-34,Transferência,5.22,2026-01-21,08:07:49
1213,890.715.642-58,641.305.897-84,Pix Enviado,15.22,2026-01-10,20:52:16
1033,629.048.315-33,657.413.290-80,Transferência,8.4,2026-01-03,15:00:00
4333,826.045.791-11,780.364.952-10,Pagamento,53.26,2026-01-16,06:48:14
1546,561.379.248-82,235.194.870-04,Transferência,198.69,2026-01-20,21:05:54
2863,851.249.036-51,301.274.698-69,Saque Pix,13.07,2026-01-24,11:42:27
2336,851.672.349-64,476.018.539-93,Pix Recebido,44.4,2026-01-21,15:50:32
59,236.174.085-08,498.630.715-01,Pix Enviado,21.09,2026-01-26,23:27:52
2902,304.752.186-71,568.137.204-90,Pagamento,144.56,2026-01-09,21:41:17
3090,109.867.534-75,603.219.485-05,Transferência,16.28,2026-01-27,23:05:41
3108,571.039.846-20,821.043.657-08,Pix Recebido,14.82,2026-01-28,15:31:39
1402,048.126.935-51,048.126.935-51,Pix Recebido,95.27,2026-01-19,08:52:47
1109,456.201.389-33,659.184.023-06,Pix Recebido,37.79,2026-01-05,15:58:23
4335,321.075.869-77,103.426.978-03,Pix Recebido,56.67,2026-01-12,18:16:49
3119,698.405.127-49,813.729.654-91,Pix Recebido,10.41,2026-01-02,10:21:58
1847,874.510.369-01,085.376.429-83,Pix Enviado,6.18,2026-01-08,18:36:05
2866,645.723.801-71,347.509.162-34,Pix Enviado,36.81,2026-01-09,21:52:15
3319,251.089.473-05,509.476.138-20,Pagamento,14.0,2026-01-01,17:43:55
1036,362.504.978-38,794.216.053-06,Pix Recebido,34.07,2026-01-01,08:19:02
3811,682.314.079-87,826.045.791-11,Transferência,18.33,2026-01-20,08:44:44
1700,580.364.297-56,459.102.768-67,Transferência,6.79,2026-01-25,18:16:17
4654,329.168.470-22,347.685.102-80,Pagamento,456.11,2026-01-18,08:51:09
2938,018.324.769-87,812.540.796-02,Pix Recebido,26.05,2026-01-20,12:58:56
4693,603.184.597-01,957.480.361-93,Pagamento,10.77,2026-01-10,17:55:50
4047,796.842.301-50,104.927.683-31,Pagamento,11.83,2026-01-28,17:08:50
654,826.510.937-77,790.138.246-50,Transferência,4.81,2026-01-30,05:43:56
1969,209.814.765-11,726.043.958-00,Transferência,54.91,2026-01-15,16:29:29
1499,790.864.213-69,624.158.397-28,Saque Pix,228.53,2026-01-19,11:58:56
2090,498.630.715-01,786.923.540-74,Saque Pix,60.92,2026-01-29,19:28:27
3381,340.572.189-04,459.102.768-67,Pix Recebido,481.73,2026-01-07,18:15:37
4068,014.386.759-84,586.142.937-55,Pix Recebido,12.63,2026-01-20,01:21:35
1774,194.867.250-20,391.256.840-51,Pix Recebido,8.93,2026-01-08,21:24:36
4118,815.437.906-66,401.956.283-06,Saque Pix,305.16,2026-01-27,12:16:05
4207,031.794.582-32,718.693.240-13,Pix Recebido,121.21,2026-01-09,19:14:42
1136,160.592.478-49,678.592.401-49,Pix Enviado,15.25,2026-01-12,08:31:49
1332,687.203.154-90,852.391.647-46,Pix Enviado,35.13,2026-01-08,19:26:03
4144,329.168.470-22,945.217.380-79,Pix Recebido,29.97,2026-01-18,16:51:46
4014,873.692.514-46,957.480.361-93,Saque Pix,26.2,2026-01-27,23:25:27
4610,350.276.184-17,394.761.058-01,Pix Recebido,5.89,2026-01-18,22:21:39
3212,136.258.904-70,961.253.704-61,Pix Recebido,23.94,2026-01-06,09:56:32
4040,046.157.823-90,120.985.436-89,Pix Enviado,38.9,2026-01-02,16:59:46
4451,264.983.571-00,381.462.795-46,Pagamento,7.23,2026-01-30,07:28:54
1057,726.480.359-74,923.570.146-52,Pagamento,82.92,2026-01-17,20:54:14
658,403.298.175-23,340.892.756-10,Transferência,63.32,2026-01-27,08:38:37
4410,439.675.218-00,923.150.784-23,Pix Enviado,41.75,2026-01-18,07:44:51
4026,652.184.037-17,659.043.178-75,Pagamento,31.14,2026-01-13,17:51:56
2658,398.615.420-51,423.079.615-34,Pix Enviado,84.78,2026-01-29,23:11:03
4195,648.905.137-01,678.925.134-00,Transferência,8.91,2026-01-02,16:11:23
4980,503.197.648-93,965.408.173-39,Saque Pix,45.05,2026-01-19,09:05:07
3149,874.510.369-01,364.751.092-07,Pagamento,10.96,2026-01-17,19:55:36
2547,835.460.719-48,625.790.143-06,Saque Pix,676.69,2026-01-09,09:36:28
2959,423.079.615-34,378.046.912-03,Pagamento,5.42,2026-01-04,21:31:05
3423,497.025.613-61,048.126.935-51,Pix Enviado,209.37,2026-01-22,23:17:56
420,261.430.597-99,965.408.173-39,Transferência,135.46,2026-01-19,18:13:55
4065,195.730.482-05,475.690.821-76,Pix Enviado,45.82,2026-01-02,22:02:37
4805,423.079.615-34,216.593.478-82,Pagamento,6.41,2026-01-09,10:18:08
4425,392.061.754-16,809.352.671-40,Pagamento,36.4,2026-01-02,08:13:12
2754,713.904.628-03,741.609.852-11,Pix Recebido,37.58,2026-01-16,10:19:20
226,635.492.107-52,450.971.386-00,Pagamento,42.94,2026-01-04,23:52:42
5124,128.930.674-50,357.280.419-14,Pix Enviado,154.68,2026-01-06,10:16:00
1306,018.324.769-87,059.243.876-74,Pix Enviado,11.84,2026-01-02,21:34:54
2828,056.794.832-38,069.251.738-30,Pix Recebido,1.66,2026-01-12,17:33:40
2696,784.351.690-57,925.164.708-94,Transferência,372.64,2026-01-14,08:51:40
2930,813.729.654-91,681.297.045-01,Transferência,13.76,2026-01-13,22:51:41
1769,586.793.402-00,106.847.592-76,Transferência,79.33,2026-01-12,22:15:34
2704,607.128.395-77,341.586.027-26,Pix Enviado,39.75,2026-01-12,19:28:45
3772,062.834.975-00,874.361.592-91,Transferência,527.95,2026-01-01,19:19:48
2241,609.357.142-43,359.410.728-05,Pix Enviado,30.6,2026-01-09,08:57:24
2917,540.873.916-39,169.502.387-03,Saque Pix,66.11,2026-01-22,17:41:33
4688,471.953.820-79,137.268.905-21,Transferência,12.52,2026-01-31,17:33:37
3915,391.256.840-51,761.540.389-84,Pix Enviado,235.6,2026-01-01,21:11:36
4909,035.978.642-10,109.874.632-50,Pix Enviado,48.93,2026-01-11,12:48:46
607,852.091.463-24,364.751.092-07,Transferência,44.69,2026-01-19,13:12:13
255,904.586.321-98,218.973.650-12,Pagamento,11.71,2026-01-24,12:13:48
3538,518.746.029-30,165.270.834-08,Pagamento,16.75,2026-01-13,22:09:04
1670,106.847.592-76,627.453.189-00,Pagamento,8.03,2026-01-05,16:26:04
2219,603.219.485-05,341.906.587-66,Pix Recebido,277.85,2026-01-05,10:00:57
4574,127.063.948-03,578.263.914-82,Pix Enviado,16.6,2026-01-04,21:59:30
5100,702.495.361-61,340.129.576-43,Pix Enviado,64.51,2026-01-01,13:43:00
3807,957.480.361-93,619.423.580-24,Saque Pix,18.44,2026-01-09,10:21:26
2835,185.324.697-28,068.427.953-38,Saque Pix,15.97,2026-01-19,06:18:57
1711,164.728.503-80,498.630.715-01,Saque Pix,83.36,2026-01-12,10:39:14
1532,678.592.401-49,152.068.479-76,Pagamento,4.46,2026-01-11,05:26:23
1490,741.692.835-46,041.837.295-05,Pix Enviado,12.15,2026-01-06,16:56:02
688,634.510.872-35,790.138.246-50,Saque Pix,9.21,2026-01-05,09:22:16
808,835.460.719-48,932.768.045-65,Pix Enviado,46.39,2026-01-04,16:19:26
1059,648.905.137-01,756.231.089-03,Pix Recebido,13.05,2026-01-25,08:35:54
1772,127.063.948-03,518.746.029-30,Pix Recebido,20.46,2026-01-16,20:35:03
398,498.630.715-01,652.184.037-17,Pix Enviado,146.75,2026-01-05,14:54:46
4374,673.185.204-07,384.795.206-47,Pix Recebido,14.84,2026-01-10,08:24:33
4393,109.276.345-70,093.587.412-79,Pagamento,63.89,2026-01-13,16:19:28
2324,690.582.174-85,840.935.162-51,Transferência,89.03,2026-01-22,23:18:58
5119,128.930.674-50,127.569.308-30,Pix Enviado,227.14,2026-01-06,10:16:00
4624,706.384.125-44,617.945.023-43,Pix Recebido,9.02,2026-01-16,07:43:44
2142,230.541.986-42,365.182.970-77,Transferência,238.6,2026-01-10,11:27:39
1566,856.041.793-10,190.576.328-02,Transferência,55.5,2026-01-13,08:15:40
1721,615.093.847-66,826.549.370-38,Transferência,157.55,2026-01-17,15:58:05
3271,059.243.876-74,274.351.069-25,Pagamento,5.85,2026-01-06,19:10:32
285,741.692.835-46,501.936.428-24,Transferência,233.0,2026-01-15,14:22:59
4564,329.140.657-52,395.671.042-80,Transferência,30.88,2026-01-25,14:42:19
3514,829.361.705-59,874.510.369-01,Transferência,55.97,2026-01-08,17:23:27
2259,326.104.759-34,780.364.952-10,Pix Enviado,24.61,2026-01-21,23:00:58
2260,194.583.260-60,826.043.157-26,Pix Enviado,30.82,2026-01-05,21:00:55
4394,713.904.628-03,635.092.714-16,Transferência,33.49,2026-01-20,17:19:41
2497,321.894.760-03,439.675.218-00,Pagamento,42.15,2026-01-13,16:51:21
2148,627.453.189-00,609.837.421-03,Pix Recebido,79.27,2026-01-12,10:54:05
1290,324.765.891-28,926.317.048-78,Pix Recebido,28.93,2026-01-26,09:32:13
831,206.791.835-40,364.751.092-07,Pagamento,77.01,2026-01-21,17:14:14
244,315.297.648-82,607.128.395-77,Saque Pix,82.44,2026-01-29,22:51:14
4308,426.789.013-78,309.821.576-30,Pagamento,291.36,2026-01-28,22:27:59
453,764.051.298-02,274.083.165-07,Saque Pix,45.6,2026-01-05,17:12:08
3822,741.609.852-11,619.423.580-24,Pix Recebido,10.96,2026-01-15,22:45:45
2979,097.213.685-12,294.867.315-19,Pagamento,31.42,2026-01-03,16:39:17
3001,784.952.361-09,302.987.451-60,Transferência,42.65,2026-01-09,17:35:14
3324,219.347.805-88,059.872.634-92,Pix Recebido,312.87,2026-01-02,17:05:39
3605,852.091.463-24,201.479.685-85,Pix Recebido,700.31,2026-01-08,17:54:53
724,395.176.820-77,503.197.648-93,Transferência,6.45,2026-01-03,07:47:07
4996,315.820.497-50,761.540.389-84,Transferência,37.79,2026-01-16,06:48:48
373,513.409.276-16,790.562.348-38,Pix Recebido,25.87,2026-01-04,19:01:46
2872,856.041.793-10,364.751.092-07,Pix Enviado,11.06,2026-01-10,21:15:56
2096,710.354.892-79,543.612.807-62,Pix Enviado,207.71,2026-01-15,23:28:28
2154,826.043.157-26,538.420.697-74,Pix Recebido,23.1,2026-01-27,12:58:55
4214,194.867.250-20,097.213.685-12,Pix Enviado,104.02,2026-01-21,22:32:22
599,615.093.847-66,015.493.768-10,Saque Pix,30.03,2026-01-27,15:19:33
3528,498.635.072-29,307.815.642-71,Saque Pix,33.43,2026-01-18,08:22:46
3750,721.680.359-03,015.493.768-10,Pix Enviado,41.26,2026-01-15,13:55:02
3279,741.609.852-11,521.487.369-73,Pix Recebido,7.94,2026-01-15,07:23:48
1190,068.427.953-38,465.273.108-62,Pagamento,18.45,2026-01-27,04:07:11
1397,302.987.615-21,695.132.704-16,Pix Recebido,117.24,2026-01-29,09:12:17
3516,216.593.478-82,682.314.079-87,Transferência,28.04,2026-01-09,10:37:43
3512,913.086.257-40,346.251.879-82,Pagamento,7.63,2026-01-10,12:22:45
2729,605.279.138-12,056.794.832-38,Pix Enviado,35.79,2026-01-20,09:53:08
3016,629.048.315-33,586.142.937-55,Pix Recebido,88.95,2026-01-24,12:34:24
4356,941.267.358-28,496.318.570-93,Transferência,27.43,2026-01-04,10:14:19
1591,497.025.613-61,403.298.175-23,Saque Pix,53.26,2026-01-15,07:19:36
2692,025.167.489-49,387.190.524-05,Pix Enviado,58.74,2026-01-24,14:17:39
1009,716.983.054-00,736.425.198-73,Pagamento,102.26,2026-01-09,21:00:49
4124,632.549.807-00,471.953.820-79,Pagamento,149.12,2026-01-23,15:59:55
279,073.852.491-32,145.370.268-71,Pix Recebido,46.21,2026-01-03,07:42:43
5201,379.506.842-83,590.361.782-40,Pix Enviado,15667.73,2026-01-11,05:09:42
1850,723.504.691-07,506.924.781-67,Saque Pix,112.48,2026-01-01,02:16:12
4685,192.358.604-15,631.892.540-60,Saque Pix,41.81,2026-01-29,19:13:50
1889,609.837.421-03,842.063.951-60,Pix Enviado,3.27,2026-01-03,01:59:32
3165,031.794.582-32,462.178.059-01,Pix Enviado,25.28,2026-01-29,23:40:36
1254,175.602.348-44,729.365.418-91,Pix Enviado,19.69,2026-01-15,16:57:06
2509,079.652.148-49,073.852.491-32,Pagamento,47.76,2026-01-27,19:41:10
2878,608.231.759-95,423.185.069-06,Transferência,3.59,2026-01-10,23:31:30
2139,025.167.489-49,605.283.497-83,Pagamento,20.74,2026-01-03,02:06:00
2004,126.735.894-73,603.184.597-01,Pagamento,6.55,2026-01-11,08:21:34
1461,471.953.820-79,561.379.248-82,Pix Enviado,63.23,2026-01-07,15:24:16
4019,087.649.321-50,708.263.914-78,Saque Pix,29.7,2026-01-30,15:42:56
662,538.164.790-57,173.469.802-04,Pagamento,2.44,2026-01-08,13:53:27
4117,695.172.430-06,204.596.718-20,Pagamento,468.3,2026-01-31,13:16:30
4959,039.285.471-60,358.274.160-53,Transferência,38.82,2026-01-26,16:45:21
104,574.190.283-97,349.270.618-50,Transferência,20.71,2026-01-29,21:57:30
3070,608.471.239-87,194.583.260-60,Saque Pix,27.0,2026-01-28,20:32:59
2710,906.247.813-13,521.463.087-53,Pix Recebido,28.96,2026-01-06,10:20:36
2435,829.361.705-59,306.871.524-53,Transferência,1.55,2026-01-12,04:54:43
461,165.874.920-02,286.471.950-94,Saque Pix,1.92,2026-01-15,16:46:48
77,152.068.479-76,694.378.510-93,Transferência,47.33,2026-01-06,07:02:21
433,479.156.832-09,059.872.634-92,Saque Pix,4.22,2026-01-02,22:27:41
3334,821.476.305-35,206.791.835-40,Pix Enviado,164.88,2026-01-11,12:54:19
1217,624.158.397-28,175.084.369-20,Saque Pix,32.4,2026-01-14,10:24:22
5014,423.085.967-83,021.978.346-22,Pix Enviado,89.15,2026-01-04,23:52:00
1701,392.061.754-16,602.975.148-49,Pix Enviado,13.12,2026-01-18,11:08:06
273,387.596.024-65,571.039.846-20,Transferência,3.07,2026-01-14,10:29:05
4638,439.675.218-00,624.158.397-28,Pix Enviado,33.85,2026-01-22,10:51:20
3980,104.736.958-39,274.083.165-07,Transferência,93.48,2026-01-31,21:26:38
828,729.365.418-91,936.812.507-40,Pagamento,16.72,2026-01-10,13:21:57
320,829.361.705-59,324.765.891-28,Transferência,13.49,2026-01-31,16:34:34
1135,506.924.781-67,294.867.315-19,Pix Recebido,30.57,2026-01-05,23:28:01
1478,423.185.069-06,291.806.534-05,Saque Pix,15.45,2026-01-26,23:16:11
4115,852.091.463-24,301.274.698-69,Pix Recebido,9.07,2026-01-22,08:30:26
4371,675.908.214-11,126.735.894-73,Pix Recebido,23.01,2026-01-05,20:55:24
1021,062.385.149-06,301.274.698-69,Saque Pix,80.86,2026-01-24,12:33:53
3043,619.423.580-24,790.864.213-69,Pix Recebido,9.2,2026-01-04,22:48:52
409,180.645.723-71,630.859.427-00,Pix Recebido,32.41,2026-01-10,21:18:29
2889,167.845.932-19,786.923.540-74,Saque Pix,17.04,2026-01-13,06:10:09
15,851.672.349-64,609.357.142-43,Saque Pix,138.05,2026-01-29,22:15:37
4746,718.693.240-13,069.251.738-30,Pix Recebido,56.04,2026-01-03,06:49:01
5000,423.079.615-34,062.385.149-06,Pix Enviado,824.55,2026-01-19,13:44:47
558,706.384.125-44,673.185.204-07,Pix Enviado,33.63,2026-01-04,18:12:28
2913,046.157.823-90,350.276.184-17,Saque Pix,160.86,2026-01-29,06:16:06
1121,164.728.503-80,325.841.760-17,Transferência,38.43,2026-01-09,06:11:55
2655,853.612.094-06,892.053.741-05,Pagamento,203.36,2026-01-14,22:39:11
179,164.753.029-61,405.623.871-53,Saque Pix,52.49,2026-01-23,07:05:53
3347,521.487.369-73,395.176.820-77,Transferência,14.83,2026-01-27,17:40:34
4882,325.841.760-17,152.068.479-76,Pagamento,58.05,2026-01-26,07:05:20
4483,315.820.497-50,603.184.597-01,Pix Recebido,210.53,2026-01-03,07:46:24
3173,736.425.198-73,673.185.204-07,Transferência,201.23,2026-01-20,12:23:40
3584,209.814.765-11,201.479.685-85,Transferência,179.09,2026-01-11,17:22:38
4853,612.930.578-86,294.357.081-88,Pix Recebido,88.76,2026-01-21,19:54:54
5113,276.154.809-49,672.158.930-30,Pix Enviado,196.41,2026-01-22,12:23:00
961,842.967.503-56,615.093.847-66,Pix Enviado,116.19,2026-01-11,16:05:25
1488,079.652.148-49,014.386.759-84,Transferência,74.18,2026-01-25,06:13:27
3178,853.612.094-06,350.276.184-17,Pix Recebido,40.1,2026-01-28,18:31:07
3716,740.356.819-20,201.479.685-85,Pix Recebido,35.91,2026-01-01,08:13:48
537,401.956.283-06,056.794.832-38,Pagamento,16.92,2026-01-16,08:33:17
1551,518.746.029-30,593.716.824-00,Pix Recebido,26.74,2026-01-11,08:06:12
3181,659.438.702-29,175.084.369-20,Saque Pix,44.86,2026-01-14,09:48:15
1330,760.481.293-78,459.102.768-67,Pagamento,212.0,2026-01-06,15:05:43
3361,073.852.491-32,423.079.615-34,Saque Pix,26.05,2026-01-24,06:51:41
975,524.963.071-52,069.251.738-30,Pagamento,9.91,2026-01-19,10:22:31
4216,705.261.389-12,325.769.084-38,Transferência,458.68,2026-01-05,07:45:18
2386,678.592.401-49,743.619.025-34,Transferência,25.51,2026-01-14,06:04:40
174,526.831.497-19,014.386.759-84,Pix Recebido,17.53,2026-01-26,17:11:57
4969,973.125.408-05,986.751.340-10,Transferência,238.17,2026-01-19,22:51:41
4205,201.479.685-85,329.140.657-52,Pagamento,190.96,2026-01-28,10:39:23
3295,201.479.685-85,810.723.956-30,Pix Enviado,8.42,2026-01-18,12:25:00
3356,042.837.195-79,435.890.261-89,Saque Pix,28.34,2026-01-22,09:16:10
472,235.194.870-04,325.479.061-80,Pagamento,145.72,2026-01-06,07:29:38
2707,984.621.053-15,603.458.791-39,Pix Recebido,15.1,2026-01-05,07:14:46
4863,973.125.408-05,713.904.628-03,Pagamento,14.71,2026-01-06,09:38:34
863,518.746.029-30,538.164.790-57,Saque Pix,108.73,2026-01-18,15:45:10
4264,394.761.058-01,809.352.671-40,Pix Recebido,5.2,2026-01-24,07:46:10
3420,682.314.079-87,852.091.463-24,Transferência,48.73,2026-01-05,21:08:35
4694,385.614.290-89,728.645.103-08,Saque Pix,3.64,2026-01-30,13:20:26
5056,175.289.346-82,964.351.728-46,Pix Enviado,234.34,2026-01-12,18:15:00
882,574.190.283-97,609.483.725-83,Pix Recebido,31.78,2026-01-09,17:08:05
3833,397.614.280-87,035.174.982-97,Pix Enviado,17.5,2026-01-01,14:07:02
1214,723.504.691-07,812.540.796-02,Pix Recebido,18.47,2026-01-10,10:20:45
498,186.472.509-58,518.746.029-30,Pix Enviado,76.45,2026-01-20,12:45:27
922,310.748.562-44,548.190.372-50,Pagamento,86.36,2026-01-13,19:18:00
4224,376.920.158-21,072.184.659-94,Pix Recebido,86.77,2026-01-22,12:12:19
4712,315.297.648-82,784.952.361-09,Pix Recebido,21.75,2026-01-01,20:41:10
3720,609.837.421-03,641.305.897-84,Pagamento,3.97,2026-01-23,06:28:26
2614,264.708.951-58,829.361.574-55,Pix Enviado,39.59,2026-01-11,23:18:28
